kind	count	slot_min	bytes	chars	first	text
dialog	1		29	14	BTL_C8_2+04F287	しまった！ こっちは囮か！？
dialog	1		25	12	TWN_SEEK+009B34	しらばっくれてもだめだよ
dialog	1		9	4	TWN_CARA+00CA8B	しーっ…
dialog	1		25	12	TWN_ZOAH+03B494	じいちゃんの話、聞いたよ
dialog	1		39	19	TWN_ZOAH+02384E	じかに拝めるのは、司祭ぐらいだろうなあ
dialog	1		37	18	TWN_ZOAH+0307C4	じゃあ、あんたはなんで逃げないんだ？
dialog	1		35	17	TWN_ZOAH+02F7AB	じゃあ、パエットはどうするつもり？
dialog	1		22	9	TWN_CARA+017C47	すぐ、<03>\nシーカーの里<03>
dialog	1		37	18	TWN_CARA+017D8F	すぐ、シーカーの里に来てほしいそうだ
dialog	1		25	12	TWN_ZOAH+013CFC	すげえ大砲か何かがあって
dialog	1		39	19	BTL_A5_2+05AA59	すごい… 地下にこんな空洞があるなんて
dialog	1		35	17	BTL_A5_2+05ABF6	すごい生命力だ…奴は不死身なのか？
dialog	1		33	16	TWN_ZOAH+023573	すっかり客足がとだえちまったな…
dialog	1		29	14	FLD_C8+0130B4	すでに起動してるわ…だから…
dialog	1		37	18	TWN_CARA+006917	すまんが、奴の事は□外せんでくれんか
dialog	1		31	15	TWN_ZOAH+033314	すまんが、用ならあとにしてくれ
dialog	1		29	14	FLD_B6+00B084	ずいぶん下までやってきたな…
dialog	1		35	17	TWN_CAMP+00DC33	ずいぶん物騒な神様じゃねえか、え？
dialog	1		31	15	TWN_ZOAH+013C90	ずいぶん落ち着いてるじゃねえか
dialog	1		37	18	TWN_ZOAH+0292C5	ずっと、こっちを見てたみたいだけど…
dialog	1		31	15	TWN_SEEK+01873C	ずっと、見ていてくれたのかい？
dialog	1		37	18	TWN_ZOAH+013737	ずっと働いてる俺には、何もなしかよ…
dialog	1		29	14	TWN_ZOAH+01E312	ずっと家に戻ってないらしいよ
dialog	1		37	18	TWN_ZOAH+01AFDA	ずっと街にいるわけにはいかないからね
dialog	1		33	16	TWN_ZOAH+01E523	せっかくお許しを得た子なんだもの
dialog	1		29	14	TWN_SEEK+00E7E9	せっかく助けてやったのにさ！
dialog	1		33	16	FLD_C8+0145F3	せめて今だけは、一人の人間として
dialog	1		37	18	TWN_CARA+00C9D4	ぜいたく言うなって、なぐられるからさ
dialog	1		31	15	TWN_ZOAH+03060F	そ…それがどうしたってんだよ？
dialog	1		33	16	TWN_ZOAH+0232A9	そいつで、塔の総を描いたんだとよ
dialog	1		31	15	TWN_ZOAH+014E2E	そいつにそって、右へ進んでみな
dialog	1		31	15	TWN_ZOAH+00D976	そいつの事は、もうどうでもいい
dialog	1		27	13	TWN_CAMP+00D7AD	そいつの入□が見つかれば…
dialog	1		31	15	TWN_CAMP+00E586	そいつは、ちょうどよかったぜ！
dialog	1		19	9	TWN_CARA+004187	そいつは燦光石だよ
dialog	1		37	18	TWN_ZOAH+0232E6	そいつをやるから、あとは本人に聞きな
dialog	1		37	18	TWN_ZOAH+014EBB	そいつを抜けて、すぐ右だって聞いたぜ
dialog	1		19	9	FLD_A5+00D505	そいつを探そうぜ！
dialog	1		21	10	FLD_A5+00D5AA	そいつを考えようぜ！
dialog	1		25	12	TWN_ZOAH+014D0B	そいつを越えりゃ目の前だ
dialog	1		5	2	TWN_CAMP+00F35E	そう
dialog	1		15	7	TWN_ZOAH+01AE56	そう、例えば…
dialog	1		15	7	TWN_ZOAH+03E87A	そういうこった
dialog	1		27	13	TWN_CAMP+00DA01	そういや、妙な噂を聞いたな
dialog	1		7	3	TWN_SEEK+012411	そうか
dialog	1		37	18	FLD_A5+00D317	そうか…、エッジ、ここはワームの巣だ
dialog	1		19	9	TWN_SEEK+01877A	そうか…ありがとう
dialog	1		19	9	TWN_CARA+016E7A	そうか…ありがとよ
dialog	1		39	19	TWN_CAMP+00CB05	そうか…えらいものに目をつけやがったな
dialog	1		17	8	TWN_CARA+00CBFD	そうか…そうだな
dialog	1		35	17	TWN_ZOAH+01948E	そうか…でも、なんで隠れてるんだ？
dialog	1		31	15	TWN_ZOAH+018D94	そうか…やっぱり行っちまったか
dialog	1		39	19	TWN_ZOAH+039EB1	そうか？ いい買い物だと思うけどなあ…
dialog	1		37	18	TWN_ZOAH+039E7C	そうこなくっちゃ！ あんた、得したぜ
dialog	1		23	11	TWN_SEEK+00BC48	そうじゃないよ、ただ…
dialog	1		33	16	TWN_SEEK+01528E	そうすれば、上空の本体も力を失う
dialog	1		31	15	TWN_ZOAH+03348D	そうだ…君、これを買わないか？
dialog	1		39	19	BTL_A3_2+054EE1	そうだ、さっきの男は、大丈夫だろうか？
dialog	1		19	9	TWN_ZOAH+02B007	そうだ、それでいい
dialog	1		13	6	TWN_ZOAH+028FB8	そうだけど…
dialog	1		29	14	TWN_SEEK+00BE9B	そうだったら、いいんだけどな
dialog	1		11	5	TWN_SEEK+00C18A	そうだな…
dialog	1		37	18	TWN_CARA+016F64	そうだな…あんたには教えてもいいかな
dialog	1		13	6	TWN_CARA+017397	そうだなあ…
dialog	1		13	6	TWN_ZOAH+03E179	そうだろうな
dialog	1		13	6	TWN_ZOAH+01E0D1	そうですか…
dialog	1		15	7	TWN_ZOAH+03E241	そうでもないさ
dialog	1		13	6	TWN_CAMP+00DAAD	そうなのか？
dialog	1		37	18	TWN_CARA+009CCA	そうなりゃ、こんな仕事ともおさらばさ
dialog	1		39	19	TWN_ZOAH+01C2E6	そうやって、我々はこの生活を守ってきた
dialog	1		19	9	FLD_C8+012D9B	そう時間はないぞ…
dialog	1		29	14	FLD_B6+00A167	そう決着を急ぐこともあるまい
dialog	1		37	18	TWN_CARA+00A485	そう自分に言い聞かせて、働いてるのさ
dialog	1		27	13	FLD_C8+0132CA	そう言っても過言じゃないわ
slot	1	50	37	18	TWN_ZOAH+01AD2C	そう言わずに、考え直してもらえんかね
dialog	1		17	8	FLD_C8+013DA7	そう願いたいな…
dialog	1		23	11	FLD_C8+012EEB	そこが塔の一番上の層だ
dialog	1		39	19	TWN_ZOAH+00EAD5	そこには「護り火」の火種が安置されとる
dialog	1		21	10	FLD_C8+01442A	そこへ行けたとしても
dialog	1		33	16	FLD_B6+009CF2	そこまで無事にたどり着けたらな…
dialog	1		29	14	TWN_CAMP+00D916	そこらの軍人とはわけが違うぜ
dialog	1		17	8	BTL_X0+05E288	そこをどいてくれ
dialog	1		33	16	TWN_CAMP+00D6D9	そこを抜ければ、砂漠を出られるぜ
dialog	1		17	8	BTL_B5+052382	そこを退いてくれ
dialog	1		29	14	BTL_A5_3+04F8EC	そこを集中攻撃すれば倒せる！
dialog	1		9	4	FLD_B6+009FF4	そして…
dialog	1		35	17	TWN_ZOAH+01C5B4	そして、いつかまた争いになるのだぞ
dialog	1		39	19	TWN_SEEK+015F59	そして、その正体と組織力は常に隠される
dialog	1		15	7	TWN_ZOAH+0290F5	その、つまり…
dialog	1		31	15	TWN_CAMP+00D9B0	そのうち、他の国を攻め出してな
dialog	1		27	13	TWN_SEEK+007150	そのうち、目が覚めるはずさ
dialog	1		35	17	TWN_CAMP+00F46C	そのうちわかるようになるよ、きっと
dialog	1		13	6	TWN_ZOAH+032F86	そのかわり…
dialog	1		39	19	TWN_CAMP+00C863	そのかわり、何かあったら手を貸してくれ
dialog	1		29	14	TWN_ZOAH+02B1E4	そのための旅だし、戦いなんだ
dialog	1		39	19	TWN_ZOAH+02F817	そのへんのバカどもには無理だろうけどな
dialog	1		37	18	TWN_ZOAH+037802	そのまま進めば、通路に入れるはずだよ
dialog	1		23	11	TWN_ZOAH+0377BD	そのまま進んでください
dialog	1		37	18	TWN_CAMP+00CC6C	そのドラゴンには、彼女が乗ってたんだ
dialog	1		25	12	FLD_C8+012E90	その上の層に出たところだ
dialog	1		37	18	TWN_ZOAH+0238F6	その中で一番偉いのが、司祭ってわけよ
dialog	1		33	16	BTL_B2+04FEA6	その使命を果たすためなら何度でも
dialog	1		35	17	TWN_SEEK+0124CF	その全てを破壊するには、おそらく…
dialog	1		29	14	TWN_ZOAH+03E850	その場所が、ゲオルギウスか…
dialog	1		29	14	TWN_ZOAH+03760D	その壁にそって、右に進むと…
dialog	1		29	14	TWN_ZOAH+037681	その壁にそって、右に進むんだ
dialog	1		27	13	TWN_ZOAH+014F16	その左側が、教会なんだとよ
dialog	1		39	19	TWN_CAMP+00D8B9	その指揮官ともなりゃ、相当やばい男だぜ
dialog	1		33	16	BTL_B6+05B0F2	その攻撃はやつを成長させるだけだ
dialog	1		31	15	TWN_SEEK+00C0AA	その方が安全だろうし、それに…
dialog	1		11	5	TWN_CARA+017565	その時は…
dialog	1		35	17	TWN_ZOAH+02F7F4	その時は、帝国の技術者にでもなるさ
dialog	1		31	15	TWN_ZOAH+029002	その笛は、村に伝わる宝だったの
dialog	1		31	15	FLD_B6+009E74	その試作段階の途中で破来された
dialog	1		27	13	TWN_ZOAH+023B63	その遣跡って、どんな所だ？
dialog	1		29	14	TWN_CARA+00A286	その遣跡を目覚めさせた者は…
dialog	1		33	16	TWN_ZOAH+0304B8	その銃が、やたらと立派なんだよな
dialog	1		27	13	TWN_ZOAH+039A88	その首飾り、ガッシュのだな
dialog	1		23	11	TWN_SEEK+00BC87	そりゃ、おまえはいいさ
dialog	1		29	14	TWN_ZOAH+039ACC	そりゃ、同じシーカーだからな
dialog	1		23	11	TWN_ZOAH+028F94	それ…ヴェラトの笛よね
dialog	1		19	9	TWN_ZOAH+00F9D7	それ、欲しいのか？
dialog	1		39	19	TWN_ZOAH+01913F	それからも、何度も死ぬような目にあった
dialog	1		39	19	FLD_C8+014403	それが、何のために存在するのかさえも…
dialog	1		23	11	TWN_CAMP+00D355	それがシーカーの鉄則だ
dialog	1		31	15	TWN_ZOAH+02B37C	それが本当のハンターってもんだ
dialog	1		29	14	FLD_C8+014596	それが私の存在の全てだった…
dialog	1		25	12	TWN_ZOAH+039F18	それじゃ、これでどうだ？
dialog	1		27	13	TWN_ZOAH+033A57	それじゃ、これならどうだ？
dialog	1		33	16	TWN_SEEK+00BEF8	それじゃ、奴も死んじまったんだな
dialog	1		33	16	TWN_CARA+00CAC2	それじゃ、次はウルの話をしようか
dialog	1		31	15	TWN_ZOAH+029164	それじゃ、遠慮なくもらっとくわ
dialog	1		67	32	BTL_T0+053B41	それぞれの行動は\n必要なゲージ量があれば\nいつでも好きな時に行える。
dialog	1		11	5	TWN_CAMP+00E1F4	それだけだ
dialog	1		29	14	TWN_CAMP+00F233	それだけは、わかってほしい…
dialog	1		23	11	TWN_ZOAH+039B35	それって…どんな話だ？
dialog	1		39	19	TWN_CARA+00C922	それで、父ちゃんの狩りをてつだうんだ！
dialog	1		17	8	TWN_ZOAH+019166	それでも、儀は…
dialog	1		37	18	TWN_ZOAH+01AE0A	それでも、君がこの街を見捨てるのなら
dialog	1		39	19	TWN_SEEK+0189AE	それなのに、私は力に目覚めてしまった…
dialog	1		11	5	TWN_ZOAH+029070	それなら…
dialog	1		9	4	TWN_SEEK+00BD67	それに…
dialog	1		39	19	TWN_ZOAH+019015	それに…いずれ、わかるかもしれねえしな
dialog	1		9	4	FLD_C8+013AB7	それに、
dialog	1		25	12	TWN_ZOAH+00F116	それに、しょせんは子供だ
dialog	1		35	17	TWN_ZOAH+01B0CB	それに、たとえ「護り火」が消えても
dialog	1		29	14	FLD_B6+00A9BA	それに、まだ無事に出られると
dialog	1		17	8	TWN_ZOAH+00D840	それにさわるな！
dialog	1		31	15	TWN_CARA+009E40	それにしても…すごいな、あんた
slot	1	33	33	16	TWN_ZOAH+03B683	それにしても、よくここに入れたね
dialog	1		23	11	TWN_CARA+017570	それは、あんたにやるよ
dialog	1		15	7	TWN_ZOAH+01AC1F	それはできない
dialog	1		17	8	FLD_C8+014547	それは儀も同じさ
dialog	1		35	17	TWN_ZOAH+00D8A0	それほどの細工はめったに見られんぞ
dialog	1		31	15	TWN_CAMP+00C9A1	それも、ドラゴンの力ってやつか
dialog	1		25	12	TWN_ZOAH+03DEAF	それも、真っ黒いやつがな
dialog	1		35	17	TWN_ZOAH+02F9DC	それより、おまえに渡す物があるんだ
dialog	1		33	16	TWN_CAMP+00E45B	それより、なんであんたがここに…
dialog	1		33	16	TWN_ZOAH+01925F	それより、街を出なくていいのか？
dialog	1		39	19	TWN_ZOAH+03E81C	それをめぐって、2匹のドラゴンが戦った
dialog	1		39	19	TWN_ZOAH+013D3D	それをネタに、評議会を斉してるんだとよ
dialog	1		19	9	FLD_A5+00D66A	それを作動させれば
dialog	1		39	19	TWN_SEEK+015B95	それを開くことができるのは、彼女だけだ
dialog	1		39	19	TWN_ZOAH+018EDE	それ以来、俺は銃を持てなくなっちまった
dialog	1		9	4	TWN_SEEK+01251C	そんな…
dialog	1		31	15	TWN_SEEK+00BCF1	そんなこと、できるわけないだろ
dialog	1		31	15	TWN_ZOAH+0292EA	そんなにあたしの事、気になる？
dialog	1		23	11	TWN_CARA+017C8D	そんなものがあるのか？
dialog	1		19	9	TWN_CARA+01726C	そんなんじゃないよ
dialog	1		23	11	TWN_CAMP+00EF31	そんな事がわかるのか？
dialog	1		31	15	TWN_ZOAH+02AEA6	そんな事じゃ、生きのびられんぞ
dialog	1		23	11	TWN_ZOAH+013648	そんな人が、どうして…
dialog	1		27	13	TWN_CARA+0170F5	そんな大切な物だったのか…
dialog	1		29	14	TWN_ZOAH+02F648	そんな奴、この街にはいないよ
dialog	1		136	64	FLD_A3+009A98	そんな時、位置取り中から前もって\nボタンを押したままにしておけば\n位置取り終了と同時に\n敵より先に行動することができる。\nこれを<03>\n先行入力<03>
dialog	1		21	10	TWN_CARA+017DD7	そんな物があるのか？
dialog	1		19	9	TWN_CARA+017499	たいした事じゃない
dialog	1		17	8	TWN_CAMP+00C941	たいした事ないよ
dialog	1		17	8	TWN_ZOAH+02AD5D	たいした奴だな…
dialog	1		35	17	TWN_CARA+016A92	たいした武器も持ってなかったしなあ
dialog	1		37	18	TWN_CAMP+00D599	たいした武器を持ってるわけじゃないし
dialog	1		37	18	TWN_CARA+009828	たいした物じゃないが、お礼のしるしだ
dialog	1		35	17	TWN_CAMP+00E142	たいていの連中が、そう信じてるがな
dialog	1		27	13	BTL_C2+05791B	たかが一匹だ、叩きつぶすぞ
dialog	1		7	3	FLD_C8+013E1D	ただ…
dialog	1		9	4	FLD_C8+013E30	ただ…？
dialog	1		31	15	TWN_ZOAH+030076	ただ、偶然塔が写ってた透視板を
dialog	1		39	19	TWN_CARA+01727F	ただ、帝国の基地について調べてるから…
dialog	1		37	18	TWN_ZOAH+037455	ただ、昼間は店を閉めてるはずですが…
dialog	1		19	9	TWN_CAMP+00EDC5	ただ、造られただけ
dialog	1		84	40	FLD_A7+007BDE	ただし、\n位置取りは逆に遅くなるので\n位置取りによる時間のロスが\n大きくなってしまう。
dialog	1		84	40	FLD_A7+007FDF	ただし、\n防御力は逆に低くなるので、\n攻撃を受けた時のダメージが\n大きくなってしまう。
dialog	1		37	18	TWN_CARA+005EDD	ただし、めんどうは持ち込まんでくれよ
dialog	1		106	51	FLD_A7+007DCB	ただし、バーサークの威力は\n逆に低くなる。また、\nより多くのBPを消費しなければ\nバーサークを使えなくなる。
dialog	1		82	39	FLD_A7+0081DD	ただし、レーザーの威力は\n逆に低くなるので\nその分を銃でおぎなうことが\n重要になる。
dialog	1		108	52	BTL_T0+054008	ただし、位置取りをしている間は\nゲージが増加しないため\n位置取りを多く行なうほど\n時間のロスになることに注意。
dialog	1		25	12	TWN_CARA+0174F2	ただし、俺の名は出すなよ
dialog	1		31	15	TWN_SEEK+015403	ただし、君のドラゴンだけは違う
dialog	1		123	59	BTL_T0+054948	ただし、異常になるのは\nドラゴンだけである。\n銃の発射やアイテムの使用は\nエッジの行動なので\nステータスに関係なく可能である。
dialog	1		23	11	FLD_C8+013251	ただの乗り手ではなく、
dialog	1		35	17	TWN_ZOAH+023C38	たちまち攻性生物が襲ってくるんだぜ
dialog	1		33	16	TWN_ZOAH+029042	たぶん、あたしが最後の生き残り…
dialog	1		31	15	TWN_CARA+009FAF	たぶん、シーカーの仕業だろうな
dialog	1		31	15	TWN_CAMP+00DF47	たぶん、戦の道具だったんだろう
dialog	1		7	3	FLD_B5+00922E	だ…)
dialog	1		13	6	BTL_C8+04EACF	だ、だめか…
dialog	1		29	14	TWN_CAMP+00E81E	だ、大丈夫、なんとかなるって
dialog	1		37	18	TWN_ZOAH+0290C3	だいいち、それ、どこで手に入れたの？
dialog	1		29	14	TWN_ZOAH+0135A6	だいいち、バイマンって誰だ？
dialog	1		19	9	FLD_A3+0090F3	だいぶ流されたな…
dialog	1		21	10	FLD_B6+00A78E	だいぶ落ちてきたな…
dialog	1		39	19	TWN_ZOAH+028ECB	だから、あたしは、いつも通り働くだけ…
dialog	1		25	12	FLD_C8+0132E5	だから、あなたが死ねば、
dialog	1		27	13	TWN_ZOAH+03460D	だから、かくれんぼしたの！
dialog	1		39	19	TWN_CAMP+00E652	だから、そいつの正体がわかったんだよ！
dialog	1		37	18	TWN_ZOAH+01E4B0	だから、司祭様はよそ者に厳しいんだよ
dialog	1		29	14	TWN_CAMP+00DD54	だから、時々えらいことになる
dialog	1		29	14	TWN_CAMP+00F37E	だから、物思う力が強すぎる…
dialog	1		37	18	TWN_ZOAH+01C700	だからこそ、多くの者が森の奥に行って
dialog	1		15	7	TWN_CARA+006525	だが、いつかは
dialog	1		39	19	TWN_CARA+009ED5	だが、うまくいく見込みはほとんどない…
dialog	1		29	14	TWN_ZOAH+03EA44	だが、ひとつだけ共通点がある
dialog	1		35	17	TWN_SEEK+0151C3	だが、上空から森を越えるのは難しい
dialog	1		23	11	TWN_CARA+00A38D	だが、俺は体が弱くてな
dialog	1		33	16	TWN_SEEK+0124AE	だが、塔は世界中に散らばっている
dialog	1		25	12	TWN_CARA+006755	だが、旅は続けねばならん
dialog	1		31	15	TWN_SEEK+015E1C	だが、私はここに残ることにする
dialog	1		25	12	TWN_ZOAH+01D0EB	だが、私はよそ者は好かん
dialog	1		39	19	TWN_CARA+0069DD	だがな…見ての通り、貧しいキャラバンだ
dialog	1		33	16	TWN_ZOAH+00F0D2	だがな、統治には伝説が必要なのだ
dialog	1		9	4	TWN_SEEK+0188C7	だけど…
dialog	1		35	17	FLD_A3+009135	だけど…このドラゴン、どうやったら
dialog	1		31	15	FLD_C8+0145B3	だけど、今の私は自分の意志で、
dialog	1		35	17	TWN_CARA+00A422	だけどな、俺のような人間がいるから
dialog	1		25	12	TWN_CARA+0172BC	だったら、これ読んでみな
dialog	1		39	19	TWN_CARA+017441	だったら、ちょっと頼まれてくれないか？
dialog	1		33	16	TWN_CARA+006975	だったら、どうして雇ってるんだ？
dialog	1		37	18	TWN_SEEK+00BBD3	だったら、シーカーの仲間になったら…
dialog	1		35	17	TWN_ZOAH+03445F	だったら、ローダ、かくれなくちゃ！
dialog	1		33	16	TWN_CARA+00CBA8	だったら、父ちゃんが見つけなよ！
dialog	1		29	14	TWN_ZOAH+0300DD	だますつもりはなかったんだ…
dialog	1		25	12	TWN_CAMP+00EFC2	だめ…じかに接続しないと
dialog	1		27	13	TWN_ZOAH+034665	だれもいなくてつまんない…
dialog	1		31	15	TWN_SEEK+0169FC	ちぇっ…軽く言ってくれるよなあ
dialog	1		29	14	TWN_ZOAH+01325D	ちえっ、ケチくせえ野郎だな！
dialog	1		37	18	BTL_C2+057CC8	ちっ、実験機が…装甲ブロックを閉じろ
dialog	1		25	12	TWN_ZOAH+0337B0	ちゃんと買い取ってやるよ
dialog	1		27	13	TWN_CAMP+00E440	ちょ、ちょっと待ってくれよ
dialog	1		37	18	TWN_CARA+016F89	ちょうど、あんたぐらいの歳の頃だった
dialog	1		37	18	FLD_A5+00D3E1	ちょうどいい、あとを追いかけようぜ！
dialog	1		29	14	FLD_C8+012E73	ちょうど真ん中あたりを抜けて
dialog	1		39	19	TWN_ZOAH+039DD7	ちょっと商売しようと思って来たんだが…
dialog	1		19	9	FLD_C8+0134DB	ちょっと待ってて…
dialog	1		39	19	FLD_B6+009F0C	ちょっと待てよ、それはつまりドラゴンは
dialog	1		17	8	FLD_C8+013EF3	つかの間の時は、
dialog	1		35	17	FLD_B6+009EAE	つまり…ドラゴンの、なりそこない…
dialog	1		25	12	FLD_B6+009CAC	つまりそこまで行ければ、
dialog	1		9	4	BTL_D2+052B52	つむじ風
dialog	1		37	18	TWN_ZOAH+019313	てめえ、シーカーと仲がいいんだってな
dialog	1		35	17	TWN_ZOAH+0193C5	てめえこそ、勝手に入ってきやがって
dialog	1		29	14	TWN_ZOAH+0185AC	てめえと給金を分ける気はねえ
dialog	1		39	19	TWN_ZOAH+0185FB	てめえに言っても、わかんねえだろうがな
dialog	1		25	12	TWN_ZOAH+018FA1	てめえに言ってもムダか…
dialog	1		23	11	TWN_ZOAH+018786	てめえもそう思うだろ？
dialog	1		23	11	TWN_ZOAH+01967E	てめえら、考えが甘いぜ
dialog	1		33	16	TWN_ZOAH+0195B6	てめえらハンターの気が知れねえよ
dialog	1		29	14	TWN_CAMP+00D4B9	で、うまい具合に水を抜けば…
dialog	1		27	13	FLD_B6+009C35	で、これからどうするんだ？
dialog	1		25	12	FLD_B6+00B01E	で、どう進む？ これから
dialog	1		67	32	BTL_T0+0538F6	である。\n何もしないとたまっていき\n3ゲージ分まで持つことができる。
dialog	1		29	14	TWN_CARA+016C36	でかい遣跡でも見つけたのかな
dialog	1		11	5	FLD_C8+012CCB	できている
dialog	1		77	37	BTL_T0+053FBB	できるだけ赤い方向をさけ\n緑の方向にいるようにすれば\n安全に戦うことができる。
dialog	1		25	12	TWN_ZOAH+023156	でけえ声出すんじゃねえよ
dialog	1		33	16	TWN_ZOAH+023340	でけえ艦隊が近づいてるそうだが…
dialog	1		35	17	TWN_CAMP+00E863	でなきゃ、伝説が残るわけないからな
dialog	1		31	15	TWN_ZOAH+0303A1	でなきゃ、作る意味がないもんな
dialog	1		35	17	TWN_CAMP+00DF66	でなけりゃ、人間様に恨みがあるのさ
dialog	1		7	3	TWN_CAMP+00F57C	でも…
dialog	1		37	18	TWN_ZOAH+018E52	でも…あれは、渓谷に行った時だったな
dialog	1		35	17	TWN_ZOAH+0374DE	でも…まだ店は開いてないはずだけど
dialog	1		35	17	FLD_C8+014386	でも、あなたこそいいの？ エッジ…
dialog	1		37	18	TWN_SEEK+0123DF	でも、いきなりあんなこと言われても…
dialog	1		35	17	TWN_ZOAH+02F5AF	でも、うまく行く見込み、あるのか？
dialog	1		39	19	TWN_CAMP+00CF16	でも、おまえ、彼女の扱い方知ってるか？
dialog	1		29	14	TWN_CARA+017312	でも、この事は誰にも言うなよ
dialog	1		27	13	TWN_ZOAH+02ADB7	でも、こんな貴重なものを…
dialog	1		15	7	TWN_CARA+01702A	でも、そこは…
dialog	1		21	10	TWN_CAMP+00F740	でも、その闇の中で…
dialog	1		15	7	TWN_CAMP+00EFDB	でも、それは…
dialog	1		19	9	TWN_CAMP+00CBDC	でも、どうして…？
dialog	1		17	8	TWN_ZOAH+0290B2	でも、どうして？
dialog	1		39	19	FLD_B6+00AD2C	でも、なんであんな奴らがこの遣跡の奥に
dialog	1		33	16	TWN_ZOAH+029129	でも、ほら、儀が持ってるよりは…
dialog	1		33	16	TWN_CAMP+00E3D1	でも、まあ…今回はやめとこうかな
dialog	1		37	18	TWN_ZOAH+038F1C	でも、みんな神聖区の連中が独り占めさ
dialog	1		35	17	TWN_ZOAH+03454B	でも、ローダは、あなたのこと好きよ
slot	1	37	37	18	TWN_CARA+00A501	でも、今はその力に頼るしかないんだよ
dialog	1		37	18	TWN_SEEK+009C01	でも、今はドラゴンがいるじゃないか！
dialog	1		31	15	TWN_ZOAH+030382	でも、俺は完璧を目指したいのさ
dialog	1		25	12	TWN_SEEK+00BCB7	でも、俺は普通の人間だぜ
dialog	1		37	18	TWN_EXCA+00165E	でも、大地を歩いたことは、なかった…
dialog	1		39	19	TWN_ZOAH+02B24D	でも、意味なんていらないんじゃないかな
dialog	1		23	11	TWN_ZOAH+018D70	でも、持ち主は死んでた
dialog	1		33	16	FLD_C8+013ED2	でも、数千年の眠りから目覚めても
dialog	1		25	12	TWN_CARA+01717F	でも、本当は違うんだろ？
dialog	1		33	16	TWN_ZOAH+029021	でも、村は帝国に焼かれちゃってね
dialog	1		35	17	TWN_CAMP+00F318	でも、私は、規格外のドローンだから
dialog	1		29	14	TWN_CAMP+00F09D	でも、詳しいことはわからない
dialog	1		19	9	TWN_CAMP+00F4BB	でも、身体は違う…
dialog	1		15	7	TWN_CAMP+00ED80	でも、違ったの
dialog	1		37	18	TWN_CAMP+00E620	でも、霧みたいなものが邪魔するって…
dialog	1		71	34	BTL_T0+053CEB	で確認できる。\n敵は常に中心に表示され\nドラゴンはその周りに表示される。
dialog	1		25	12	BTL_D5+05ACD7	とうとう…ここまで来た…
dialog	1		35	17	TWN_CARA+01678F	とうとう、旗艦艦隊が出張ってきたぜ
dialog	1		19	9	TWN_CARA+016FF4	ところが、ある日…
dialog	1		31	15	TWN_ZOAH+023B1E	ところが、ちと水が増えすぎてな
dialog	1		19	9	TWN_CAMP+00C8F9	ところで、エッジ…
dialog	1		29	14	TWN_ZOAH+01AB95	ところで、相談があるんだが…
dialog	1		19	9	FLD_B6+00A5D1	として分割して…』
dialog	1		31	15	TWN_SEEK+00C264	とっととすませて、戻って来いよ
dialog	1		37	18	TWN_ZOAH+018AFC	とっとと出てって、死んじまえってんだ
dialog	1		35	17	TWN_ZOAH+03E4F7	とっとと逃げた方がいいかもしれんぞ
dialog	1		37	18	TWN_CAMP+00E79A	とにかく、そいつを壊せば霧は消えるぜ
dialog	1		35	17	TWN_ZOAH+00D995	とにかく、仲間の仇を討たねばならん
dialog	1		35	17	TWN_CAMP+00D43E	とにかく、地下の通り道を探すことだ
dialog	1		35	17	TWN_CAMP+00F2D1	とりつくしまがなかったって言うか…
dialog	1		35	15	BTL_T0+0541B4	と表示される。\nこれを<03>\n弱点マーク<03>
dialog	1		31	15	TWN_ZOAH+02B3EF	どいつもこいつも腰抜けばかりだ
dialog	1		17	8	TWN_ZOAH+01C222	どういうことだ？
dialog	1		19	9	TWN_ZOAH+0193E8	どういうつもりだよ
dialog	1		35	17	TWN_SEEK+00733C	どうか、みんなを守ってやっておくれ
dialog	1		39	19	TWN_ZOAH+01D262	どうか、異教徒から我らをお守り下さい…
dialog	1		37	18	TWN_CAMP+00C719	どうした、すっとんきょうな声出して？
dialog	1		39	19	BTL_B2+04FE5E	どうして…死んでるんじゃなかったのか？
dialog	1		23	11	TWN_SEEK+012332	どうして、それを儀に…
dialog	1		37	18	TWN_ZOAH+03E958	どうして、みんなシーカーを嫌うんだ？
dialog	1		29	14	TWN_CAMP+00DF1D	どうして、人間を襲うのかな？
dialog	1		15	7	TWN_ZOAH+03453C	どうしてかな？
dialog	1		37	18	FLD_B6+00AF6B	どうしてそういうこと先に言わないんだ
dialog	1		35	17	TWN_ZOAH+02F576	どうしても、知りたいことがあるから
dialog	1		29	14	TWN_ZOAH+018F4B	どうしても忘れられねえんだ…
dialog	1		29	14	TWN_SEEK+009B85	どうして街を見捨てたんだよ！
dialog	1		39	19	TWN_ZOAH+02AFD3	どうせ、あれでは使いものにならんだろう
dialog	1		25	12	TWN_ZOAH+02F1DC	どうせ、その辺の遣跡から
dialog	1		25	12	TWN_ZOAH+0194CF	どうせ、俺は腰抜けだよ！
dialog	1		25	12	TWN_ZOAH+03B4EF	どうせ、街を出るんだから
dialog	1		21	10	TWN_ZOAH+0229D4	どうだ、うめえだろ？
dialog	1		39	19	TWN_ZOAH+01B13B	どうだ、パエットの奴を説得してくれんか
dialog	1		19	9	TWN_ZOAH+03DCCE	どうだい、お客さん
dialog	1		21	10	TWN_ZOAH+02F983	どうだった、首尾は？
